ID,文物类型,文物ID,mapping_id,关系谓词,属性值,置信度,created_at
42792,jade,3329,92,P53 has former or current location,M45,0.8,2025-12-02 02:24:04
42793,jade,3330,90,P1\text{ is identified by},M45:珠7,0.8,2025-12-02 02:24:04
42794,jade,3330,92,P53 has former or current location,M45,0.8,2025-12-02 02:24:04
42795,jade,3331,90,P1\text{ is identified by},M45:隧孔珠1,0.8,2025-12-02 02:24:04
42796,jade,3331,92,P53 has former or current location,M45,0.8,2025-12-02 02:24:04
42797,jade,3332,90,P1\text{ is identified by},M46:镯1,0.8,2025-12-02 02:24:04
42798,jade,3332,92,P53 has former or current location,M46,0.8,2025-12-02 02:24:04
42799,jade,3333,90,P1\text{ is identified by},M46:梳背1,0.8,2025-12-02 02:24:04
42800,jade,3333,92,P53 has former or current location,M46,0.8,2025-12-02 02:24:04
42801,jade,3334,90,P1\text{ is identified by},M46:锥形饰1,0.8,2025-12-02 02:24:04
42802,jade,3334,92,P53 has former or current location,M46,0.8,2025-12-02 02:24:04
42803,jade,3335,90,P1\text{ is identified by},M46:D形饰1,0.8,2025-12-02 02:24:04
42804,jade,3335,92,P53 has former or current location,M46,0.8,2025-12-02 02:24:04
42805,jade,3336,90,P1\text{ is identified by},M46:管2,0.8,2025-12-02 02:24:04
42806,jade,3336,92,P53 has former or current location,M46,0.8,2025-12-02 02:24:04
42807,jade,3337,90,P1\text{ is identified by},M47:锥形饰1,0.8,2025-12-02 02:24:04
42808,jade,3337,92,P53 has former or current location,M47,0.8,2025-12-02 02:24:04
42809,jade,3338,90,P1\text{ is identified by},M47:管3,0.8,2025-12-02 02:24:04
42810,jade,3338,92,P53 has former or current location,M47,0.8,2025-12-02 02:24:04
42811,jade,3339,90,P1\text{ is identified by},M47:珠1,0.8,2025-12-02 02:24:04
42812,jade,3339,92,P53 has former or current location,M47,0.8,2025-12-02 02:24:04
42813,jade,3340,90,P1\text{ is identified by},M47:隧孔珠1,0.8,2025-12-02 02:24:04
42814,jade,3340,92,P53 has former or current location,M47,0.8,2025-12-02 02:24:04
42815,jade,3341,90,P1\text{ is identified by},M48:尊1,0.8,2025-12-02 02:24:04
42816,jade,3341,92,P53 has former or current location,M48,0.8,2025-12-02 02:24:04
42817,jade,3342,90,P1\text{ is identified by},M48:锥形饰1,0.8,2025-12-02 02:24:04
42818,jade,3342,92,P53 has former or current location,M48,0.8,2025-12-02 02:24:04
42819,jade,3343,90,P1\text{ is identified by},M48:管1,0.8,2025-12-02 02:24:04
42820,jade,3343,92,P53 has former or current location,M48,0.8,2025-12-02 02:24:04
42821,jade,3344,90,P1\text{ is identified by},M50:尊1,0.8,2025-12-02 02:24:04
42822,jade,3344,92,P53 has former or current location,M50,0.8,2025-12-02 02:24:04
42823,jade,3345,90,P1\text{ is identified by},M50:锥形饰1,0.8,2025-12-02 02:24:04
42824,jade,3345,92,P53 has former or current location,M50,0.8,2025-12-02 02:24:04
42825,jade,3346,90,P1\text{ is identified by},M50:管1,0.8,2025-12-02 02:24:04
42826,jade,3346,92,P53 has former or current location,M50,0.8,2025-12-02 02:24:04
42827,jade,3347,90,P1\text{ is identified by},M51:锥形饰1,0.8,2025-12-02 02:24:04
42828,jade,3347,92,P53 has former or current location,M51,0.8,2025-12-02 02:24:04
42829,jade,3348,90,P1\text{ is identified by},M53:尊1,0.8,2025-12-02 02:24:04
42830,jade,3348,92,P53 has former or current location,M53,0.8,2025-12-02 02:24:04
42831,jade,3349,90,P1\text{ is identified by},M53:簋1,0.8,2025-12-02 02:24:04
42832,jade,3349,92,P53 has former or current location,M53,0.8,2025-12-02 02:24:04
42833,jade,3350,90,P1\text{ is identified by},M53:锥形饰1,0.8,2025-12-02 02:24:04
42834,jade,3350,92,P53 has former or current location,M53,0.8,2025-12-02 02:24:04
42835,jade,3351,90,P1\text{ is identified by},M53:管10,0.8,2025-12-02 02:24:04
42836,jade,3351,92,P53 has former or current location,M53,0.8,2025-12-02 02:24:04
42837,jade,3352,90,P1\text{ is identified by},M54:坠1,0.8,2025-12-02 02:24:04
42838,jade,3352,92,P53 has former or current location,M54,0.8,2025-12-02 02:24:04
42839,jade,3353,90,P1\text{ is identified by},M55:锥形饰1,0.8,2025-12-02 02:24:04
42840,jade,3353,92,P53 has former or current location,M55,0.8,2025-12-02 02:24:04
42841,jade,3354,90,P1\text{ is identified by},M66:锥形饰1,0.8,2025-12-02 02:24:04
42842,jade,3354,92,P53 has former or current location,M66,0.8,2025-12-02 02:24:04
42843,jade,3355,90,P1\text{ is identified by},M66:管1,0.8,2025-12-02 02:24:04
42844,jade,3355,92,P53 has former or current location,M66,0.8,2025-12-02 02:24:04
42845,jade,3356,90,P1\text{ is identified by},M66:珠1,0.8,2025-12-02 02:24:04
42846,jade,3356,92,P53 has former or current location,M66,0.8,2025-12-02 02:24:04
42847,jade,3357,91,$P43\text{ has measurement}$,"长5.2厘米，宽1.8厘米，厚0.3厘米 | {'length': 6.1, 'diameter': 0.6} | ",0.8,2025-12-02 03:33:28
42848,jade,3357,96,P7\text{ took place at},良渚文化区域,0.8,2025-12-02 03:33:28
42849,jade,3357,85,P2 has type(有类型),佩饰类,0.8,2025-12-02 03:33:28
42850,jade,3357,92,P53 has former or current location,庙前遗址M1,0.8,2025-12-02 03:33:28
42851,jade,3357,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:28
42852,jade,3357,89,P44 has condition(有状态),钙化,0.8,2025-12-02 03:33:28
42853,jade,3357,87,P108i was produced by(被生产于),切割与成型、钻孔技术、雕刻技法,0.8,2025-12-02 03:33:28
42854,jade,3357,97,P106\text{ was found by},庙前遗址第一、二次发掘,0.8,2025-12-02 03:33:28
42855,jade,3357,90,P1\text{ is identified by},M1:1,0.8,2025-12-02 03:33:28
42856,jade,3357,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 03:33:28
42857,jade,3357,86,P65 shows visual item(展示视觉项),几何纹饰单元,0.8,2025-12-02 03:33:28
42858,jade,3357,95,P4\text{ has time-span},良渚文化第二期,0.8,2025-12-02 03:33:28
42859,jade,3357,93,P108\text{ was produced by},良渚文化玉器制作,0.8,2025-12-02 03:33:28
42860,jade,3357,94,P14\text{ carried out by},良渚文化工匠,0.8,2025-12-02 03:33:28
42861,jade,3357,98,P46 is composed of,长条形，一端圆尖，另一端略扁 | 玉管 | ,0.8,2025-12-02 03:33:28
42862,jade,3358,91,$P43\text{ has measurement}$,直径3.1厘米，厚度0.8厘米,0.8,2025-12-02 03:33:28
42863,jade,3358,85,P2 has type(有类型),佩饰类,0.8,2025-12-02 03:33:28
42864,jade,3358,92,P53 has former or current location,西区T503第6层,0.8,2025-12-02 03:33:28
42865,jade,3358,88,P45 consists o(由...构成)f,淡绿色玉,0.8,2025-12-02 03:33:28
42866,jade,3358,87,P108i was produced by(被生产于),单面钻孔,0.8,2025-12-02 03:33:28
42867,jade,3358,97,P106\text{ was found by},庙前遗址发掘,0.8,2025-12-02 03:33:28
42868,jade,3358,90,P1\text{ is identified by},T503⑥:2,0.8,2025-12-02 03:33:28
42869,jade,3358,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 03:33:28
42870,jade,3358,95,P4\text{ has time-span},马家浜文化时期,0.8,2025-12-02 03:33:28
42871,jade,3358,98,P46 is composed of,圆形，中间单面钻似未透 | ,0.8,2025-12-02 03:33:28
42872,jade,3359,90,P1\text{ is identified by},T503⑥:3,0.8,2025-12-02 03:33:28
42873,jade,3359,88,P45 consists o(由...构成)f,淡绿色玉,0.8,2025-12-02 03:33:28
42874,jade,3359,91,$P43\text{ has measurement}$,直径2.8厘米，厚度0.6厘米,0.8,2025-12-02 03:33:28
42875,jade,3359,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 03:33:28
42876,jade,3359,92,P53 has former or current location,西区T503第6层,0.8,2025-12-02 03:33:28
42877,jade,3359,85,P2 has type(有类型),佩饰类,0.8,2025-12-02 03:33:28
42878,jade,3359,95,P4\text{ has time-span},马家浜文化时期,0.8,2025-12-02 03:33:28
42879,jade,3359,97,P106\text{ was found by},庙前遗址发掘,0.8,2025-12-02 03:33:28
42880,jade,3360,90,P1\text{ is identified by},T508⑤:2,0.8,2025-12-02 03:33:28
42881,jade,3360,88,P45 consists o(由...构成)f,暗绿色玉,0.8,2025-12-02 03:33:28
42882,jade,3360,91,$P43\text{ has measurement}$,直径3.1厘米，孔径1厘米,0.8,2025-12-02 03:33:28
42883,jade,3360,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:28
42884,jade,3360,92,P53 has former or current location,T508⑤,0.8,2025-12-02 03:33:28
42885,jade,3361,90,P1\text{ is identified by},T511④:1,0.8,2025-12-02 03:33:28
42886,jade,3361,88,P45 consists o(由...构成)f,黄色玉,0.8,2025-12-02 03:33:28
42887,jade,3361,91,$P43\text{ has measurement}$,直径约4厘米,0.8,2025-12-02 03:33:28
42888,jade,3361,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-02 03:33:28
42889,jade,3361,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:28
42890,jade,3361,92,P53 has former or current location,T511④,0.8,2025-12-02 03:33:28
42891,jade,3362,91,$P43\text{ has measurement}$,直径约5.8厘米,0.8,2025-12-02 03:33:28
42892,jade,3362,85,P2 has type(有类型),璧环类,0.8,2025-12-02 03:33:28
42893,jade,3362,92,P53 has former or current location,T511⑥,0.8,2025-12-02 03:33:28
42894,jade,3362,88,P45 consists o(由...构成)f,紫褐色玉,0.8,2025-12-02 03:33:28
42895,jade,3362,97,P106\text{ was found by},庙前遗址发掘,0.8,2025-12-02 03:33:28
42896,jade,3362,90,P1\text{ is identified by},T511⑥:3,0.8,2025-12-02 03:33:28
42897,jade,3362,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:28
42898,jade,3363,90,P1\text{ is identified by},无,0.8,2025-12-02 03:33:28
42899,jade,3363,88,P45 consists o(由...构成)f,无,0.8,2025-12-02 03:33:28
42900,jade,3363,91,$P43\text{ has measurement}$,无,0.8,2025-12-02 03:33:28
42901,jade,3363,87,P108i was produced by(被生产于),无,0.8,2025-12-02 03:33:28
42902,jade,3363,86,P65 shows visual item(展示视觉项),无,0.8,2025-12-02 03:33:28
42903,jade,3363,99,P103 was intended for (被意图用于),无,0.8,2025-12-02 03:33:28
42904,jade,3363,92,P53 has former or current location,无,0.8,2025-12-02 03:33:28
42905,jade,3363,98,P46 is composed of,中空。一端平整的截面上有三圆孔象征脸部，圆孔与器腹相通。另一端有尾巴残痕,0.8,2025-12-02 03:33:28
42906,jade,3363,93,P108\text{ was produced by},无,0.8,2025-12-02 03:33:28
42907,jade,3363,94,P14\text{ carried out by},无,0.8,2025-12-02 03:33:28
42908,jade,3363,95,P4\text{ has time-span},无,0.8,2025-12-02 03:33:28
42909,jade,3363,96,P7\text{ took place at},无,0.8,2025-12-02 03:33:28
42910,jade,3363,97,P106\text{ was found by},无,0.8,2025-12-02 03:33:28
42911,jade,3363,89,P44 has condition(有状态),无,0.8,2025-12-02 03:33:28
42912,jade,3364,91,$P43\text{ has measurement}$,未描述,0.8,2025-12-02 03:33:28
42913,jade,3364,96,P7\text{ took place at},未描述,0.8,2025-12-02 03:33:28
42914,jade,3364,85,P2 has type(有类型),璧环类 (Bi/Huan),0.8,2025-12-02 03:33:28
42915,jade,3364,92,P53 has former or current location,T302G2②,0.8,2025-12-02 03:33:28
42916,jade,3364,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:28
42917,jade,3364,89,P44 has condition(有状态),未描述,0.8,2025-12-02 03:33:28
42918,jade,3364,87,P108i was produced by(被生产于),未描述,0.8,2025-12-02 03:33:28
42919,jade,3364,97,P106\text{ was found by},未描述,0.8,2025-12-02 03:33:28
42920,jade,3364,90,P1\text{ is identified by},T302G2②:15,0.8,2025-12-02 03:33:28
42921,jade,3364,99,P103 was intended for (被意图用于),未描述,0.8,2025-12-02 03:33:28
42922,jade,3364,86,P65 shows visual item(展示视觉项),未描述,0.8,2025-12-02 03:33:28
42923,jade,3364,95,P4\text{ has time-span},良渚文化第一期,0.8,2025-12-02 03:33:28
42924,jade,3364,93,P108\text{ was produced by},未描述,0.8,2025-12-02 03:33:28
42925,jade,3364,94,P14\text{ carried out by},未描述,0.8,2025-12-02 03:33:28
42926,jade,3364,98,P46 is composed of, | 残，玉色土黄,0.8,2025-12-02 03:33:28
42927,jade,3365,91,$P43\text{ has measurement}$, | 残长2.5厘米，直径0.9厘米 | {} | 残长2.8厘米，直径1.35厘米 | 未知,0.8,2025-12-02 03:33:28
42928,jade,3365,96,P7\text{ took place at},未知,0.8,2025-12-02 03:33:28
42929,jade,3365,85,P2 has type(有类型),水晶坠,0.8,2025-12-02 03:33:28
42930,jade,3365,92,P53 has former or current location,庙前遗址第一、二次发掘,0.8,2025-12-02 03:33:28
42931,jade,3365,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:28
42932,jade,3365,89,P44 has condition(有状态),未知,0.8,2025-12-02 03:33:28
42933,jade,3365,87,P108i was produced by(被生产于),未知,0.8,2025-12-02 03:33:28
42934,jade,3365,97,P106\text{ was found by},庙前遗址第一、二次发掘,0.8,2025-12-02 03:33:28
42935,jade,3365,90,P1\text{ is identified by},M3:4,0.8,2025-12-02 03:33:28
42936,jade,3365,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:28
42937,jade,3365,86,P65 shows visual item(展示视觉项),未知,0.8,2025-12-02 03:33:28
42938,jade,3365,95,P4\text{ has time-span},未知,0.8,2025-12-02 03:33:28
42939,jade,3365,93,P108\text{ was produced by},未知,0.8,2025-12-02 03:33:28
42940,jade,3365,94,P14\text{ carried out by},未知,0.8,2025-12-02 03:33:28
42941,jade,3365,98,P46 is composed of,未知,0.8,2025-12-02 03:33:28
42942,jade,3366,90,P1\text{ is identified by},M7:玉珠,0.8,2025-12-02 03:33:28
42943,jade,3366,88,P45 consists o(由...构成)f,玉,0.8,2025-12-02 03:33:28
42944,jade,3366,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:28
42945,jade,3366,92,P53 has former or current location,西区 T515,0.8,2025-12-02 03:33:28
42946,jade,3367,90,P1\text{ is identified by},M7:玉管,0.8,2025-12-02 03:33:29
42947,jade,3367,88,P45 consists o(由...构成)f,玉,0.8,2025-12-02 03:33:29
42948,jade,3367,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42949,jade,3367,92,P53 has former or current location,西区 T515,0.8,2025-12-02 03:33:29
42950,jade,3368,90,P1\text{ is identified by},M7:玉挂饰,0.8,2025-12-02 03:33:29
42951,jade,3368,88,P45 consists o(由...构成)f,玉,0.8,2025-12-02 03:33:29
42952,jade,3368,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42953,jade,3368,92,P53 has former or current location,西区 T515,0.8,2025-12-02 03:33:29
42954,jade,3369,91,$P43\text{ has measurement}$,长0.8厘米，直径0.9厘米,0.8,2025-12-02 03:33:29
42955,jade,3369,85,P2 has type(有类型),管珠,0.8,2025-12-02 03:33:29
42956,jade,3369,92,P53 has former or current location,M8 位于西区 T515,0.8,2025-12-02 03:33:29
42957,jade,3369,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:29
42958,jade,3369,87,P108i was produced by(被生产于),横截面呈圆形，有榫部,0.8,2025-12-02 03:33:29
42959,jade,3369,90,P1\text{ is identified by},M8:4,0.8,2025-12-02 03:33:29
42960,jade,3369,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42961,jade,3370,91,$P43\text{ has measurement}$,直径2.4厘米，孔径0.35厘米，厚0.5厘米,0.8,2025-12-02 03:33:29
42962,jade,3370,85,P2 has type(有类型),佩饰类,0.8,2025-12-02 03:33:29
42963,jade,3370,92,P53 has former or current location,M9 位于西区 T515、T516 之间,0.8,2025-12-02 03:33:29
42964,jade,3370,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:29
42965,jade,3370,97,P106\text{ was found by},庙前第一、二次发掘,0.8,2025-12-02 03:33:29
42966,jade,3370,90,P1\text{ is identified by},M9:1,0.8,2025-12-02 03:33:29
42967,jade,3370,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42968,jade,3370,95,P4\text{ has time-span},良渚文化中期或中期偏晚,0.8,2025-12-02 03:33:29
42969,jade,3370,98,P46 is composed of, | 圆形，一面弧凸,0.8,2025-12-02 03:33:29
42970,jade,3371,92,P53 has former or current location,M10 位于西区 T515,0.8,2025-12-02 03:33:29
42971,jade,3371,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:29
42972,jade,3371,90,P1\text{ is identified by},M10:1,0.8,2025-12-02 03:33:29
42973,jade,3371,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42974,jade,3372,90,P1\text{ is identified by},M10:2,0.8,2025-12-02 03:33:29
42975,jade,3372,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:29
42976,jade,3372,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42977,jade,3372,92,P53 has former or current location,M10 位于西区 T515,0.8,2025-12-02 03:33:29
42978,jade,3373,91,$P43\text{ has measurement}$,未知,0.8,2025-12-02 03:33:29
42979,jade,3373,96,P7\text{ took place at},未知,0.8,2025-12-02 03:33:29
42980,jade,3373,85,P2 has type(有类型),佩饰类,0.8,2025-12-02 03:33:29
42981,jade,3373,92,P53 has former or current location,M11 位于西区 T515 和 T516 之间,0.8,2025-12-02 03:33:29
42982,jade,3373,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:29
42983,jade,3373,89,P44 has condition(有状态),未知,0.8,2025-12-02 03:33:29
42984,jade,3373,87,P108i was produced by(被生产于),未知,0.8,2025-12-02 03:33:29
42985,jade,3373,97,P106\text{ was found by},庙前遗址第一、二次发掘,0.8,2025-12-02 03:33:29
42986,jade,3373,90,P1\text{ is identified by},M11:1,0.8,2025-12-02 03:33:29
42987,jade,3373,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
42988,jade,3373,86,P65 shows visual item(展示视觉项),未知,0.8,2025-12-02 03:33:29
42989,jade,3373,95,P4\text{ has time-span},良渚文化中期,0.8,2025-12-02 03:33:29
42990,jade,3373,93,P108\text{ was produced by},未知,0.8,2025-12-02 03:33:29
42991,jade,3373,94,P14\text{ carried out by},未知,0.8,2025-12-02 03:33:29
42992,jade,3373,98,P46 is composed of, | 管状,0.8,2025-12-02 03:33:29
42993,jade,3374,91,$P43\text{ has measurement}$,长2.7厘米，直径1.2厘米,0.8,2025-12-02 03:33:29
42994,jade,3374,96,P7\text{ took place at},未知,0.8,2025-12-02 03:33:29
42995,jade,3374,85,P2 has type(有类型),管,0.8,2025-12-02 03:33:29
42996,jade,3374,92,P53 has former or current location,在墓中主要分布在墓主头部、胸部附近,0.8,2025-12-02 03:33:29
42997,jade,3374,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 03:33:29
42998,jade,3374,89,P44 has condition(有状态),未知,0.8,2025-12-02 03:33:29
42999,jade,3374,87,P108i was produced by(被生产于),截面略呈梯形，双面钻,0.8,2025-12-02 03:33:29
43000,jade,3374,97,P106\text{ was found by},庙前遗址第一、二次发掘,0.8,2025-12-02 03:33:29
43001,jade,3374,90,P1\text{ is identified by},M7:7,0.8,2025-12-02 03:33:29
43002,jade,3374,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-02 03:33:29
43003,jade,3374,86,P65 shows visual item(展示视觉项),未知,0.8,2025-12-02 03:33:29
43004,jade,3374,95,P4\text{ has time-span},未知,0.8,2025-12-02 03:33:29
43005,jade,3374,93,P108\text{ was produced by},未知,0.8,2025-12-02 03:33:29
43006,jade,3374,94,P14\text{ carried out by},未知,0.8,2025-12-02 03:33:29
43007,jade,3374,98,P46 is composed of,管状,0.8,2025-12-02 03:33:29
43008,jade,3375,91,$P43\text{ has measurement}$, | {'length': 4.1} | 未知,0.8,2025-12-02 03:33:29
43009,jade,3375,96,P7\text{ took place at},未知,0.8,2025-12-02 03:33:29
43010,jade,3375,85,P2 has type(有类型),条形挂饰,0.8,2025-12-02 03:33:29
43011,jade,3375,92,P53 has former or current location,庙前遗址第一、二次发掘出土之墓葬,0.8,2025-12-02 03:33:29
43012,jade,3375,88,P45 consists o(由...构成)f,灰白色夹褐斑,0.8,2025-12-02 03:33:29
43013,jade,3375,89,P44 has condition(有状态),未知,0.8,2025-12-02 03:33:29
43014,jade,3375,87,P108i was produced by(被生产于),条形，截面略呈不规则方形,0.8,2025-12-02 03:33:29
